UID,Combined Key,Study Identifier,Is Target Cell,Is Naturally Occuring,Object Index,Size,Area,Length,Width,Perimeter,Circularity,"Mean[Stitched[Tsf[:DAPI 377,447]]]","Mean[Stitched[Tsf[:GFP 469,525]]]","Mean[Stitched[Tsf[:CY5 628,685]]]","Peak[Stitched[Tsf[:DAPI 377,447]]]","Peak_2[Stitched[Tsf[:GFP 469,525]]]","Peak_2[Stitched[Tsf[:CY5 628,685]]]","Integral[Stitched[Tsf[:DAPI 377,447]]]","Integral_2[Stitched[Tsf[:GFP 469,525]]]","Integral_2[Stitched[Tsf[:CY5 628,685]]]","Mask Size_2[Stitched[Tsf[:GFP 469,525]]]","Mask Size_2[Stitched[Tsf[:CY5 628,685]]]","Mean_2[Stitched[Tsf[:GFP 469,525]]]","Mean_2[Stitched[Tsf[:CY5 628,685]]]",Mean[Stitched[Tsf[:Bright Field]]],Integral[Stitched[Tsf[:Bright Field]]],X Center Microns,Y Center Microns,ratio,"Peak[Stitched[Tsf[:GFP 469,525]]]","Peak[Stitched[Tsf[:CY5 628,685]]]",X Center Pixels,Y Center Pixels
63095,1A1112191204170421,191204_170421,1,0,112,21.3,356,21.7,20.9,68.3,0.928,22743,54432,3470,39905,57962,6961,2979285,11161193,112585,34.5,8.1,32445,5926,33169,4345152,10118.3,917.5,15.7,57962,6961,6140.207833,556.7822779
63096,1A1113191204170421,191204_170421,1,0,113,5.9,21.7,8.6,3.2,21.5,0.143,11629,2458,2602,13968,13741,0,93028,507222,0,14.1,0,9570,0,14694,117552,4150.2,918.9,0.945,3400,3592,2518.515022,557.631864
63097,1A1114191204170421,191204_170421,1,0,114,14.5,163,15.7,13.2,51,0.703,12762,1767,309,15740,0,0,765744,0,0,0,0,0,0,25594,1535664,4257.1,920.7,5.73,2775,928,2583.386415,558.7241889
63098,1A1115191204170421,191204_170421,1,0,115,16.5,209,18.8,14.2,60.8,0.571,17002,1255,396,23860,0,0,1309189,0,0,0,0,0,0,28526,2196512,4310.5,927,3.17,2873,1295,2615.79177,562.547326
63099,1A1116191204170421,191204_170421,1,0,116,17.1,196,23.8,10.5,59,0.193,15846,2794,916,17794,5408,0,1140936,26257,0,5.3,0,4376,0,9935,715328,4174.6,934.7,3.05,5505,2260,2533.321963,567.2200492
63100,1A1117191204170421,191204_170421,1,0,117,11,92.3,12.6,9.3,37.9,0.542,11990,55868,35553,16839,55870,55602,407666,8543769,3659102,28.7,25.3,36050,20216,10494,356784,275,929.3,1.57,55869,55602,166.8815072,563.9430745
63101,1A1118191204170421,191204_170421,1,0,118,17.5,242,17.9,17.2,73.4,0.919,17973,1034,1762,32881,0,40591,1599564,0,792068,0,14.3,0,13656,20245,1801808,4158.5,939.6,0.587,4741,20506,2523.55181,570.1936004
63102,1A1119191204170421,191204_170421,1,0,119,35.5,964,40.9,30,152,0.537,19239,1920,439,23259,11205,0,6829704,136719,0,11.3,0,5064,0,31510,11186176,4287.3,946.5,4.37,11205,5924,2601.713039,574.3808458
63103,1A1120191204170421,191204_170421,1,0,120,24.1,434,29.5,18.7,94.7,0.404,14451,2634,356,17680,6845,0,2312147,192568,0,12.8,0,4585,0,18667,2986768,4209.1,937.8,7.39,4749,1347,2554.258007,569.1012755
63104,1A1121191204170421,191204_170421,1,0,121,29.1,625,36.4,21.9,139,0.361,15903,1940,310,18168,0,0,3657758,0,0,0,0,0,0,24351,5600832,4228,952.3,6.26,4098,986,2565.727318,577.9005594
63105,1A1122191204170421,191204_170421,1,0,122,19.3,288,21.8,16.8,102.9,0.591,16859,1162,474,33424,0,0,1787091,0,0,0,0,0,0,29801,3158944,4340.1,943.5,2.45,2423,1357,2633.754289,572.5603043
63106,1A1123191204170421,191204_170421,1,0,123,26,527,27.9,24,92.6,0.742,22303,2871,1004,27306,12212,0,4326808,219895,0,11.8,0,5787,0,19764,3834176,4187.9,951.9,2.86,12212,3907,2541.39296,577.6578205
63107,1A1124191204170421,191204_170421,1,0,124,16.3,171,23.1,9.4,53.8,0.166,14748,41849,799,21467,58018,0,929115,4358498,0,27.1,0,21684,0,42348,2667936,10220.6,943.4,52.3,58018,1307,6202.287754,572.4996196
63108,1A1125191204170421,191204_170421,1,0,125,16,196,18.9,13.2,57.9,0.486,13324,717,193,19380,0,0,959340,0,0,0,0,0,0,42189,3037632,4314.2,958.5,3.71,1673,683,2618.037085,581.6630119
63109,1A1126191204170421,191204_170421,1,0,126,23.4,421,26.9,19.9,94.7,0.546,23281,3757,1123,27307,8006,0,3608585,411334,0,17,0,5078,0,12475,1933600,4198.6,972.7,3.35,8006,2953,2547.886168,590.2802417
63110,1A1127191204170421,191204_170421,1,0,127,41.5,1.29E+03,50.5,32.4,197,0.412,19486,1352,363,32406,6800,0,9236304,56478,0,6.2,0,5134,0,30290,14357376,4296.1,985.2,3.73,6800,2408,2607.053247,597.8658313
63111,1A1128191204170421,191204_170421,1,0,128,21.2,337,25.9,16.6,79.6,0.408,16843,2657,1299,21666,5892,0,2088527,49757,0,6.6,0,4976,0,19762,2450480,4239.1,974.2,2.05,5892,3096,2572.463262,591.1905124
63112,1A1129191204170421,191204_170421,1,0,129,14.1,138,18.9,9.3,51,0.244,14530,872,224,19382,0,0,741037,0,0,0,0,0,0,35680,1819664,4260.5,968.5,3.89,1746,1133,2585.449678,587.7314836
63113,1A1130191204170421,191204_170421,1,0,130,10.3,70.6,14.3,6.3,38.8,0.194,12835,853,410,16778,0,0,333714,0,0,0,0,0,0,35633,926448,4274.7,970.2,2.08,1766,1353,2594.066832,588.7631237
63114,1A1131191204170421,191204_170421,1,0,131,20.6,277,28.9,12.2,72,0.178,19064,2223,783,33069,7390,0,1944522,84503,0,7.2,0,5634,0,22966,2342544,4335.2,975.4,2.84,7390,2664,2630.780764,591.918729
63115,1A1132191204170421,191204_170421,1,0,132,42.4,1.26E+03,56.1,28.7,183.8,0.261,22474,2342,1000,39465,12307,16200,10450329,174242,115270,10.6,6.7,5621,8867,21526,10009712,4223.1,994.6,2.34,12307,16200,2562.753793,603.5701947
63116,1A1133191204170421,191204_170421,1,0,133,19.6,301,20.7,18.5,62.3,0.802,32427,52337,5540,63506,57898,13029,3599425,7850016,440116,30.7,13.4,29074,8464,34810,3863952,15969.5,977.8,9.45,57898,13029,9690.960833,593.3751622
63117,1A1134191204170421,191204_170421,1,0,134,12.4,114,15.5,9.4,44.8,0.364,16707,1271,582,24737,0,0,701697,0,0,0,0,0,0,20472,859824,4327.5,991.3,2.18,2377,1133,2626.108081,601.567599
63118,1A1135191204170421,191204_170421,1,0,135,25.3,489,29.5,21.1,83.6,0.512,41125,1391,243,58510,10767,0,7402515,1324838,0,29.5,0,7401,0,30510,5491744,17953,994.9,5.72,8271,801,10894.63163,603.7522488
63119,1A1136191204170421,191204_170421,1,0,136,22.3,342,30.2,14.4,94.1,0.229,20102,1655,641,39874,0,0,2532883,0,0,0,0,0,0,21915,2761232,4264,1003.5,2.58,3344,2180,2587.573624,608.9711345
63120,1A1137191204170421,191204_170421,1,0,137,27.5,546,35.4,19.6,100.1,0.307,24730,2159,483,50572,11637,0,4970813,874243,0,21.5,0,6994,0,21143,4249776,4305.9,1008.3,4.47,7186,2043,2613.000297,611.8840009
63121,1A1138191204170421,191204_170421,1,0,138,18.8,239,25.7,11.9,72.4,0.213,17662,1643,750,36268,0,0,1554223,0,0,0,0,0,0,24203,2129856,4198.4,1011.9,2.19,3706,2651,2547.764799,614.0686507
63122,1A1139191204170421,191204_170421,1,0,139,6.7,35.3,7.3,6.2,19.6,0.726,11119,745,199,12520,0,0,144542,0,0,0,0,0,0,24078,313008,19457.1,1019.4,3.74,1033,635,11807.38245,618.6200045
63123,1A1140191204170421,191204_170421,1,0,140,12.5,89.6,19,6,71,0.0991,11936,1066,191,16897,0,0,393890,0,0,0,0,0,0,15472,510576,17894.5,1029.5,5.58,3420,422,10859.13138,624.7491609
63124,1A1141191204170421,191204_170421,1,0,141,48.8,1.47E+03,71.4,26.3,216.8,0.135,15620,2302,529,35753,13524,0,8466063,1990399,0,31.7,0,7745,0,28779,15598448,19528.9,1065.3,4.35,10423,2575,11850.95369,646.4742896
63125,1A1142191204170421,191204_170421,1,0,142,15,160,19.5,10.5,50.1,0.29,14651,17555,23878,28381,20922,28474,864387,4241041,3944624,34,28.9,12698,16786,43208,2549280,14637.9,1037.9,0.735,20922,28474,8882.890233,629.8466771
63126,1A1143191204170421,191204_170421,1,0,143,23.8,443,26.1,21.6,78.6,0.688,33275,51967,2374,63572,56187,0,5423869,10992924,0,36.1,0,29159,0,32463,5291440,10601.6,1051,21.9,56187,5245,6433.494497,637.796375
63127,1A1144191204170421,191204_170421,1,0,144,10.5,86.9,11.3,9.8,33.6,0.753,38377,13037,3293,63569,24328,6902,1228055,1558884,25848,23.3,3.7,10324,6462,33464,1070848,13311.2,1055,3.96,24328,6902,8077.793158,640.2237637
63128,1A1145191204170421,191204_170421,1,0,145,9.6,70.6,10.8,8.3,29.5,0.595,35033,6293,4095,60397,19726,49493,910868,708521,985895,17.4,12.4,8144,22407,29866,776512,22536.1,1053.7,1.54,19726,21407,13675.84849,639.4348624
63129,1A1146191204170421,191204_170421,1,0,146,23.9,407,31.3,16.6,82.5,0.28,43265,7132,3687,63445,37488,16088,6489743,3304248,285730,36.8,10.8,8429,8658,31571,4735712,12677.7,1066.7,1.93,37488,16088,7693.35885,647.3238756
63130,1A1147191204170421,191204_170421,1,0,147,13,133,13.3,12.8,42.1,0.924,37006,11182,4916,63773,25869,12710,1813293,2072802,194701,28.4,9.8,9337,8113,24978,1223920,20215.3,1064.7,2.27,25869,12710,12267.48994,646.1101812
63131,1A1148191204170421,191204_170421,1,0,148,11.3,100,12,10.7,36.5,0.802,29336,2152,777,63675,10225,0,1085448,777320,0,20.3,0,7197,0,15536,574832,5199,1068.2,2.77,6495,1771,3154.970749,648.2341463
63132,1A1149191204170421,191204_170421,1,0,149,31.1,749,35,27.3,100.7,0.609,46959,10373,3573,63162,18065,10465,12960789,5657684,587901,45.3,16.6,9655,7442,31571,8713520,10707.4,1074.9,2.9,18065,10465,6497.698364,652.3000224
63133,1A1150191204170421,191204_170421,1,0,150,19.6,206,30.7,8.6,84.2,0.0781,14213,10177,1326,24337,15052,0,1080177,3223946,0,36.8,0,8643,0,19528,1484112,18575,1068.4,7.68,15052,3367,11272.08726,648.3555158
63134,1A1151191204170421,191204_170421,1,0,151,17.6,212,24,11.2,66,0.218,14386,394,13321,21186,0,24174,1122144,0,3384828,0,33.3,0,10780,9762,761408,4175.7,1079.7,0.0296,1543,24174,2533.989489,655.2128888
63135,1A1152191204170421,191204_170421,1,0,152,12.8,125,14.9,10.7,44,0.517,32695,5600,3496,63526,15097,0,1503960,2323184,0,31.1,0,8448,0,26934,1238976,6442.2,1077.9,1.6,9672,5271,3909.396529,654.1205639
63136,1A1153191204170421,191204_170421,1,0,153,7.6,43.4,9.1,6.1,23.3,0.451,10841,778,30258,12583,0,37746,173455,0,4664334,0,25.5,0,25628,28729,459664,22618.9,1076.1,0.0257,1142,34355,13726.09499,653.028239
63137,1A1154191204170421,191204_170421,1,0,154,10.6,86.9,11.5,9.6,36.5,0.7,12060,6179,827,13956,11585,0,385915,1100096,0,24.4,0,7334,0,24959,798672,15400.3,1080.8,7.47,10988,1228,9345.546455,655.8804207
63138,1A1155191204170421,191204_170421,1,0,155,12.8,128,13.5,12,40.7,0.791,29073,2600,27564,52092,7492,44926,1366410,56372,4971630,6,29.6,5637,19807,25320,1190032,22593.3,1080.5,0.0943,7492,44926,13710.55984,655.6983665
63139,1A1156191204170421,191204_170421,1,0,156,18.6,152,31.1,6.2,65.6,0.0402,18179,1362,241,33995,0,0,1018024,0,0,0,0,0,0,14999,839920,17813.2,1091.3,5.66,3728,928,10809.79514,662.252316
63140,1A1157191204170421,191204_170421,1,0,157,11.3,100,11.3,11.3,34.6,1,32894,8783,2387,63565,16365,0,1217089,1802486,0,27.5,0,8583,0,25950,960160,7422,1084.3,3.68,16365,4655,4503.980169,658.0043858
63141,1A1158191204170421,191204_170421,1,0,158,19.4,253,26.6,12.1,87.5,0.205,22780,10784,9757,63485,23869,19416,2118565,2887099,1074153,32.8,21.6,9254,9855,14315,1331328,21857.7,1094.7,1.11,23869,19416,13264.16698,664.3155963
63142,1A1159191204170421,191204_170421,1,0,159,15.4,168,20.1,10.7,51.8,0.282,31844,4232,19745,54146,13699,37171,1974338,183635,4021820,9,29.4,7984,18364,21851,1354752,22598.1,1097.1,0.214,13699,37171,13713.47268,665.7720295
63143,1A1160191204170421,191204_170421,1,0,160,17.8,236,21.6,13.9,72.6,0.414,22556,12505,607,49305,19104,0,1962405,2985741,0,33.4,0,9301,0,24421,2124640,18569.4,1100.4,20.6,19104,1595,11268.68894,667.7746252
63144,1A1161191204170421,191204_170421,1,0,161,11.9,111,12,11.9,36.5,0.982,38725,12767,3137,63632,24739,6312,1587719,1695356,29051,24.8,4.3,10091,5810,23538,965056,16592.1,1100.8,4.07,24739,6920,10068.78057,668.0173641
63145,1A1162191204170421,191204_170421,1,0,162,11.3,100,11.7,10.9,35.5,0.86,31673,53545,4180,63617,57109,12127,1171891,3826598,87443,26.2,6.3,20035,7949,25942,959872,10584.4,1101.7,12.8,57109,12127,6423.056817,668.5635265
63146,1A1163191204170421,191204_170421,1,0,163,14.3,157,16,12.6,45.4,0.618,39258,12823,2964,63673,25686,6257,2276978,2875964,12050,32.4,2.3,9619,6025,26247,1522336,14635.6,1104.3,4.33,25686,6257,8881.494497,670.1413292
63147,1A1164191204170421,191204_170421,1,0,164,10.2,81.5,11.2,9.3,33.6,0.686,22366,1146,6336,52569,10154,11480,670984,551720,206820,16.9,10.1,7259,7132,16867,506000,4260.2,1112.4,0.181,4414,11480,2585.267625,675.0567912
63148,1A1165191204170421,191204_170421,1,0,165,10.4,84.2,11.4,9.4,31.8,0.691,36746,8424,5370,62945,25939,10028,1139119,288293,95346,9.9,6.9,10296,7334,25124,778832,8075.3,1111.1,1.57,25939,10028,4900.429945,674.2678899
63149,1A1166191204170421,191204_170421,1,0,166,9.9,76,10.3,9.4,30.9,0.818,36615,6601,5940,58177,31945,10094,1025231,169856,115622,7.4,7,10616,8259,37600,1052800,22599.5,1112.7,1.11,31945,10094,13714.32226,675.2388454
63150,1A1167191204170421,191204_170421,1,0,167,23.5,426,26.6,20.4,113.9,0.59,23003,11196,561,45339,20563,0,3611415,3748044,0,36.7,0,9761,0,17083,2682080,18565.8,1133.7,20,20563,1602,11266.50431,687.9826359
63151,1A1168191204170421,191204_170421,1,0,168,6.5,27.2,9.2,3.8,18.6,0.167,13715,52957,6932,16315,52959,12614,137152,8285060,409040,26.4,13.2,41425,8181,15683,156832,3164.7,1124.7,7.64,52958,9592,1920.472385,682.5210114
63152,1A1169191204170421,191204_170421,1,0,169,16.6,204,20.6,12.6,53.4,0.372,39166,8079,4353,63561,13686,12179,2937418,2951004,229371,34.8,10.8,8757,7909,23085,1731360,16933.8,1134.3,1.86,12758,12179,10276.13842,688.3467442
63153,1A1170191204170421,191204_170421,1,0,170,12.6,125,13,12.3,40.2,0.894,30378,6485,1562,63556,12718,0,1397395,1986818,0,29.7,0,7947,0,15470,711632,19231.8,1132.9,4.15,9870,3113,11670.66098,687.4971582
63154,1A1171191204170421,191204_170421,1,0,171,11.2,97.8,11.3,11,34.6,0.959,35634,5250,11669,62022,11966,20733,1282823,1001833,1534320,23.1,21.9,7055,11199,43679,1572448,22531.4,1134,0.45,8792,20733,13672.99633,688.1646901
63155,1A1172191204170421,191204_170421,1,0,172,16.5,185,22.7,10.3,59,0.207,24063,8290,3124,63479,13115,6398,1636298,2307571,55254,31.9,6.1,7849,5525,23426,1592960,19557.8,1135.4,2.65,12770,6398,11868.49142,689.0142761
63156,1A1173191204170421,191204_170421,1,0,173,30.5,521,46.8,14.2,121.7,0.0922,12731,3465,1089,20741,12882,0,2444413,739399,0,21.7,0,6543,0,45872,8807440,14070.5,1151.3,3.18,11441,2384,8538.568171,698.6631461
63157,1A1174191204170421,191204_170421,1,0,174,5.7,24.4,6.6,4.7,16.3,0.518,15325,861,26486,20632,0,30318,137923,0,872046,0,14.2,0,15035,23259,209328,18620.4,1138.5,0.0325,1312,28558,11299.63788,690.8955023
63158,1A1175191204170421,191204_170421,1,0,175,10.9,92.3,12.3,9.6,33.2,0.606,34349,8971,1489,63461,15165,0,1167876,2191104,0,29.7,0,8626,0,20025,680848,9389.6,1144.4,6.03,15165,3411,5698.002181,694.4759006
63159,1A1176191204170421,191204_170421,1,0,176,12.3,114,14.7,9.9,41.5,0.448,28473,5644,2451,63652,11272,0,1195854,1721062,0,28.4,0,7859,0,24757,1039776,6110.6,1148,2.3,9560,5786,3708.167774,696.6605505
63160,1A1177191204170421,191204_170421,1,0,177,12.5,122,13.2,11.8,38.8,0.801,35640,9961,3268,63439,58371,8995,1603795,1364810,97315,16.9,7.5,17498,6082,42685,1920832,7821.6,1148.4,3.05,50147,8995,4746.47417,696.9032893
63161,1A1178191204170421,191204_170421,1,0,178,9.9,76,10.5,9.2,30.9,0.764,37213,3645,8376,62319,11195,13324,1041958,741753,249756,19,9.7,7492,9250,42640,1193920,2191.1,1153.8,0.435,5212,13324,1329.651165,700.180264
63162,1A1179191204170421,191204_170421,1,0,179,11.5,103,12.9,10.2,36.5,0.624,29414,1291,7340,54130,0,14887,1117735,0,632739,0,17.3,0,7357,15552,590976,4191.2,1161.7,0.176,3687,14887,2543.395538,704.9743567
63163,1A1180191204170421,191204_170421,1,0,180,20.3,307,24.8,15.7,83.8,0.401,25315,12734,638,60422,21864,0,2860630,3572228,0,34.7,0,10265,0,21848,2468832,18568.4,1167.4,20,21864,1956,11268.0821,708.4333855
63164,1A1181191204170421,191204_170421,1,0,181,33.6,549,54.4,12.8,130.8,0.0555,28137,2522,669,56589,6010,0,5683626,65044,0,10.7,0,5003,0,19839,4007440,8689.7,1187.2,3.77,6010,3207,5273.273575,720.4489595
63165,1A1182191204170421,191204_170421,1,0,182,11.8,109,12.3,11.2,37.9,0.826,35701,22980,6384,63589,33083,15376,1428043,3055636,251331,30.9,10.4,11111,8667,28896,1155824,21202.6,1167.2,3.6,33083,15376,12866.62489,708.3120161
63166,1A1183191204170421,191204_170421,1,0,183,18,225,24.1,11.9,76.3,0.244,18096,8283,757,34210,18405,0,1501970,2893081,0,33.2,0,9069,0,19448,1614192,14628.4,1171.3,10.9,17940,2381,8877.125235,710.8000895
63167,1A1184191204170421,191204_170421,1,0,184,9,62.5,9.8,8.1,27.6,0.677,38502,5647,177,61593,15587,0,885549,905698,0,20.3,0,8234,0,25640,589712,7773,1172.8,31.9,15587,1200,4716.981656,711.7103603
63168,1A1185191204170421,191204_170421,1,0,185,15.7,187,18.7,12.7,50.1,0.461,36698,12252,6011,63283,22151,20175,2532195,3727194,334410,34.7,10.4,10962,10787,20875,1440352,10370.7,1178,2.04,19986,20175,6293.374715,714.8659655
63169,1A1186191204170421,191204_170421,1,0,186,10.4,84.2,11,9.7,32.2,0.781,35906,1804,5297,59833,0,9923,1113073,0,99724,0,7.3,0,6648,29004,899120,2245.6,1187.3,0.341,4065,9923,1362.724046,720.5096442
63170,1A1187191204170421,191204_170421,1,0,187,5.9,24.4,7.8,4,17.3,0.259,11089,6773,4720,11978,11737,0,99800,1200540,0,23.6,0,7796,0,19644,176800,6110.5,1187.2,1.43,7297,5974,3708.10709,720.4489595
63171,1A1188191204170421,191204_170421,1,0,188,11,95,12.1,10,34.6,0.689,32132,1687,1561,57328,0,0,1124628,0,0,0,0,0,0,43918,1537120,7820.9,1195.3,1.08,5100,4022,4746.04938,725.3644216
63172,1A1189191204170421,191204_170421,1,0,189,14.6,166,16.3,12.9,47.7,0.625,36771,7343,1411,63487,15213,0,2243034,2673856,0,34.2,0,7911,0,30532,1862432,22521.8,1195.3,5.2,15213,3170,13667.17065,725.3644216
63173,1A1190191204170421,191204_170421,1,0,190,10.6,86.9,11.7,9.4,33.2,0.651,33844,10353,2366,62931,14879,0,1082992,2006274,0,28.9,0,8465,0,33161,1061152,20545.2,1196.9,4.38,14879,4625,12467.68706,726.335377
63174,1A1191191204170421,191204_170421,1,0,191,27.3,532,35.3,19.2,112.9,0.295,27542,13067,774,63093,23624,0,5398151,5054201,0,40.6,0,10893,0,25999,5095712,18568.5,1208.6,16.9,23624,1989,11268.14279,733.4354889
63175,1A1192191204170421,191204_170421,1,0,192,20.8,337,22.1,19.4,68.3,0.764,24075,1688,4035,53367,0,6882,2985300,0,135014,0,9.2,0,5626,9902,1227824,2211.3,1206.4,0.418,3648,6882,1341.90937,732.1004252
63176,1A1193191204170421,191204_170421,1,0,193,13.4,141,14.1,12.7,42.9,0.811,28649,342,3286,59830,0,7875,1489733,0,59016,0,5.7,0,6557,39673,2063008,4190.4,1204.6,0.104,1250,7875,2542.910064,731.0081002
63177,1A1194191204170421,191204_170421,1,0,194,12.8,125,14.9,10.7,42.1,0.509,31911,5625,2712,63610,14275,0,1467891,2495005,0,32.5,0,8180,0,29692,1365824,21538.4,1207.8,2.07,8579,7390,13070.40238,732.9500112
63178,1A1195191204170421,191204_170421,1,0,195,11.7,106,12.7,10.6,35.5,0.705,34464,8014,2398,63559,13828,0,1344092,1939731,0,28.4,0,8508,0,21340,832272,16931.9,1208.1,3.34,12245,5652,10274.98542,733.1320653
63179,1A1196191204170421,191204_170421,1,0,196,10.6,86.9,11.6,9.6,34.2,0.681,29812,3917,1657,56769,11446,0,953979,856977,0,21,0,7263,0,24877,796048,4167.3,1208.3,2.36,10460,4532,2528.892018,733.2534348
63180,1A1197191204170421,191204_170421,1,0,197,9.1,65.2,9.5,8.7,28.5,0.837,22203,13415,15672,41686,26494,38614,532878,2781351,2720028,28.9,23.6,11589,17000,21680,520320,4262.2,1207.7,0.856,19020,23668,2586.481309,732.8893265
63181,1A1198191204170421,191204_170421,1,0,198,13.4,141,14.2,12.6,43.5,0.785,19132,419,3494,38364,0,6375,994847,0,12734,0,2.3,0,6367,31340,1629696,6505.4,1211.6,0.12,1483,6375,3947.748934,735.2560304
63182,1A1199191204170421,191204_170421,1,0,199,14.8,152,20,9.7,51,0.236,23682,1673,2701,42012,8711,0,1326179,530120,0,17.4,0,6627,0,32655,1828704,7868.7,1215.1,0.619,6950,4965,4775.05642,737.3799955
63183,1A1200191204170421,191204_170421,1,0,200,9.7,73.3,10.2,9.2,32.2,0.816,19367,9217,6908,35911,18086,13971,522899,2208736,182441,30,8.8,8495,8293,10601,286224,15623.7,1210.8,1.33,12854,13971,9481.114923,734.7705527
63184,1A1201191204170421,191204_170421,1,0,201,31,684,40.5,21.5,109.2,0.281,30642,2045,918,61486,7133,0,7721699,105988,0,9.2,0,4608,0,27374,6898272,8679.6,1230.3,2.23,7133,3655,5267.144472,746.6040725
63185,1A1202191204170421,191204_170421,1,0,202,15.1,177,17.2,13.1,47.7,0.577,38198,5580,3627,62329,13572,10208,2482892,1968336,103377,29.3,8.2,8521,6892,30962,2012560,2181.4,1226.8,1.54,13572,10208,1323.764799,744.4801074
63186,1A1203191204170421,191204_170421,1,0,203,15.5,187,17.1,13.9,54.2,0.661,23038,2509,6184,45933,6105,8965,1589652,23470,1128868,4.3,24.3,4694,6719,34843,2404176,7819.4,1227.3,0.406,6105,8741,4745.139118,744.783531
63187,1A1204191204170421,191204_170421,1,0,204,14.4,163,15,13.8,46.8,0.844,20430,952,3532,42137,0,0,1225825,0,0,0,0,0,0,35333,2119952,7852.4,1228.2,0.27,1894,5955,4765.164898,745.3296934
63188,1A1205191204170421,191204_170421,1,0,205,11.6,106,12.6,10.7,37.9,0.73,29792,2013,10044,61434,8197,16409,1161891,23138,2290745,3.7,29.1,5785,9427,30286,1181168,19588.2,1232.8,0.2,8197,14594,11886.93941,748.1211904
63189,1A1206191204170421,191204_170421,1,0,206,21.5,348,25.9,17.1,70.6,0.435,39987,10391,4008,63571,19815,10327,5118280,3809387,299772,39.4,12.4,8717,7137,25241,3230816,18247.5,1241.4,2.59,19815,10327,11073.34655,753.3400761
63190,1A1207191204170421,191204_170421,1,0,207,14.7,166,17.1,12.3,51,0.517,19927,11747,593,31028,17589,0,1215543,1862898,0,26.9,0,9222,0,22362,1364096,18565.3,1238.2,19.8,17589,1206,11266.20089,751.3981651
63191,1A1208191204170421,191204_170421,1,0,208,12.2,114,14.2,10.2,41.5,0.519,16495,639,2182,25768,0,0,692794,0,0,0,0,0,0,27262,1145024,7846.7,1241.1,0.293,2247,4068,4761.7059,753.1580219
63192,1A1209191204170421,191204_170421,1,0,209,15.3,179,17.7,12.9,51.8,0.533,30005,11345,6193,63607,28469,18520,1980314,3182669,322690,34.9,11.4,9119,8964,18336,1210192,17592.7,1241.5,1.83,28469,18520,10675.98651,753.4007608
63193,1A1210191204170421,191204_170421,1,0,210,14.4,152,17.9,10.8,52.4,0.367,27916,8817,3618,63549,16502,0,1563315,2907788,0,34.9,0,8332,0,26206,1467552,15955.6,1244,2.44,16502,5305,9682.525731,754.9178787
63194,1A1211191204170421,191204_170421,1,0,211,15.5,128,24.2,6.7,55.7,0.0765,13928,11287,5877,19879,16251,8817,654598,2750689,196119,33.5,11.5,8677,7004,18967,891456,19898.5,1240.6,1.92,16251,8817,12075.24244,752.8545983
63195,1A1212191204170421,191204_170421,1,0,212,10,76,11.5,8.4,30.9,0.532,17985,1237,1965,33471,0,0,503586,0,0,0,0,0,0,32924,921872,7868.7,1242.4,0.63,3470,3526,4775.05642,753.9469232
63196,1A1213191204170421,191204_170421,1,0,213,17.6,231,21.7,13.6,57.6,0.392,30968,56462,9336,63730,56752,21674,2632303,8187969,726760,33.4,15.2,25830,11356,14293,1214880,13677.8,1247.5,6.05,56752,21674,8300.261378,757.0418438
63197,1A1214191204170421,191204_170421,1,0,214,15.2,182,16.2,14.3,52.8,0.784,20808,1989,3110,41234,12105,0,1394111,787591,0,20,0,7573,0,22354,1497728,2204.5,1248.8,0.64,10250,4663,1337.782846,757.8307451
