UID,Combined Key,Study Identifier,Is Target Cell,Is Naturally Occuring,Object Index,Size,Area,Length,Width,Perimeter,Circularity,"Mean[Stitched[Tsf[:DAPI 377,447]]]","Mean[Stitched[Tsf[:GFP 469,525]]]","Mean[Stitched[Tsf[:CY5 628,685]]]","Peak[Stitched[Tsf[:DAPI 377,447]]]","Peak_2[Stitched[Tsf[:GFP 469,525]]]","Peak_2[Stitched[Tsf[:CY5 628,685]]]","Integral[Stitched[Tsf[:DAPI 377,447]]]","Integral_2[Stitched[Tsf[:GFP 469,525]]]","Integral_2[Stitched[Tsf[:CY5 628,685]]]","Mask Size_2[Stitched[Tsf[:GFP 469,525]]]","Mask Size_2[Stitched[Tsf[:CY5 628,685]]]","Mean_2[Stitched[Tsf[:GFP 469,525]]]","Mean_2[Stitched[Tsf[:CY5 628,685]]]",Mean[Stitched[Tsf[:Bright Field]]],Integral[Stitched[Tsf[:Bright Field]]],X Center Microns,Y Center Microns,ratio,"Peak[Stitched[Tsf[:GFP 469,525]]]","Peak[Stitched[Tsf[:CY5 628,685]]]",X Center Pixels,Y Center Pixels
75629,1B15866191204170421,191204_170421,1,0,5866,8.7,59.7,9.4,8.1,29.9,0.748,26545,6905,1282,53680,13415,0,583990,1450178,0,24.8,0,8632,0,35721,785856,15939.6,14772.8,5.39,10041,2953,9672.816262,8964.831864
75630,1B15867191204170421,191204_170421,1,0,5867,6.7,32.6,8.3,5,21.9,0.356,10880,7757,3720,12260,16165,0,130556,1863256,0,26.2,0,9458,0,20316,243792,6410.6,14772.8,2.09,10790,5383,3890.220327,8964.831864
75631,1B15868191204170421,191204_170421,1,0,5868,22.1,375,25.8,18.5,78,0.517,38690,14322,2529,63143,30747,6557,5339164,4781049,27968,37.6,4.3,11690,5594,41516,5729216,21872.8,14782.3,5.66,30747,6557,13273.33029,8970.596912
75632,1B15869191204170421,191204_170421,1,0,5869,10.4,84.2,11.2,9.6,32.2,0.741,39048,10829,2068,63455,21830,0,1210493,1180716,0,21.7,0,9297,0,28422,881072,11689.6,14784,5.24,21830,3815,7093.738423,8971.628552
75633,1B15870191204170421,191204_170421,1,0,5870,17,147,27.2,6.9,60.9,0.0639,23312,2994,370,38875,10783,0,1258865,1092191,0,25.7,0,7430,0,22023,1189232,9157.5,14796.8,8.1,9967,1122,5557.154189,8979.396196
75634,1B15871191204170421,191204_170421,1,0,5871,16.1,187,20.5,11.7,54.7,0.324,32175,7938,4518,63033,14783,11192,2220093,3215626,192557,34.9,10.1,9321,7132,14242,982672,19560.8,14795.5,1.76,11724,11192,11870.31195,8978.607295
75635,1B15872191204170421,191204_170421,1,0,5872,26.5,543,29.9,23.1,86.2,0.6,30549,56322,5040,62709,57644,12507,6109874,16357495,662684,40.4,17.4,34952,7706,36831,7366208,20929.2,14805.3,11.2,57643,12507,12700.71433,8984.554397
75636,1B15873191204170421,191204_170421,1,0,5873,11.3,78.7,16.6,6,41.1,0.131,16230,9574,3225,26457,14584,0,470684,1521725,0,23.6,0,9881,0,11133,322848,18889,14795.4,2.97,13978,6257,11462.6356,8978.54661
75637,1B15874191204170421,191204_170421,1,0,5874,11.3,100,11.5,11.1,36.5,0.928,35452,8211,7162,63215,17110,9800,1311708,1528719,476706,25.8,17,8354,6442,31138,1152112,2486.4,14798.8,1.15,17110,9800,1508.851562,8980.60989
75638,1B15875191204170421,191204_170421,1,0,5875,19,280,21,17,63.3,0.654,40982,52145,8985,63477,56977,24705,4221115,8781212,844532,33.9,16,26854,11895,21147,2178176,16387.2,14802.5,5.8,56977,24705,9944.438671,8982.855225
75639,1B15876191204170421,191204_170421,1,0,5876,13.3,136,15,11.5,41.1,0.583,29599,13516,3293,59242,17513,5747,1479939,3113501,5747,32.2,1.6,10413,5747,34345,1717264,17587.4,14800,4.11,17513,6019,10672.77025,8981.338107
75640,1B15877191204170421,191204_170421,1,0,5877,8.5,48.9,11.7,5.3,33.6,0.209,11922,8104,3065,15031,15891,0,214597,2164952,0,29,0,8946,0,14156,254816,4441,14803.9,2.64,12339,4663,2694.984631,8983.704811
75641,1B15878191204170421,191204_170421,1,0,5878,13.4,141,13.4,13.4,41.1,1,40051,9398,1910,63293,15005,0,2082674,2509955,0,30.3,0,9691,0,33719,1753408,15283.2,14806.9,4.92,14814,4038,9274.485275,8985.525352
75642,1B15879191204170421,191204_170421,1,0,5879,18.6,263,21.5,15.6,59.4,0.522,42591,13172,2315,63148,25702,7953,4131371,4413861,79329,37.5,6.7,11118,6611,32262,3129408,22846.1,14811.2,5.69,25702,7953,13863.96946,8988.134795
75643,1B15880191204170421,191204_170421,1,0,5880,5.6,19,8.3,2.9,18.2,0.126,10729,7048,2188,11438,15212,0,75104,1473173,0,25.5,0,7836,0,35360,247520,5105.4,14807.2,3.22,7357,2494,3098.170352,8985.707407
75644,1B15881191204170421,191204_170421,1,0,5881,10.4,84.2,10.7,10.1,31.8,0.89,33802,8441,1088,63661,13345,0,1047876,1770159,0,26.1,0,9220,0,31730,983632,6081.4,14810.3,7.76,12513,2983,3690.447992,8987.588633
75645,1B15882191204170421,191204_170421,1,0,5882,10.2,81.5,10.8,9.6,30.9,0.797,36955,7828,1856,62917,19266,0,1108644,974029,0,22.3,0,7855,0,29353,880592,8057.1,14811.6,4.22,19266,3838,4889.385424,8988.377534
75646,1B15883191204170421,191204_170421,1,0,5883,11.1,65.2,17.3,4.8,40.3,0.076,18870,13825,825,31654,23450,0,452885,1397923,0,25.7,0,8792,0,15771,378512,4559.5,14818.2,16.7,23450,1755,2766.895389,8992.382725
75647,1B15884191204170421,191204_170421,1,0,5884,12.6,100,18.2,7,51,0.148,11949,3618,6904,15546,8548,10026,442128,384586,333654,16.1,13.9,6105,6673,44590,1649840,10549.7,14813.8,0.524,6434,10026,6401.999405,8989.712598
75648,1B15885191204170421,191204_170421,1,0,5885,15.3,179,18,12.6,50.1,0.491,17207,1804,371,27512,0,0,1135682,0,0,0,0,0,0,42153,2782080,8345.8,14818.8,4.87,3356,875,5064.580664,8992.746834
75649,1B15886191204170421,191204_170421,1,0,5886,12.1,114,12.3,11.8,37.5,0.909,34853,5151,1049,63312,13994,0,1463812,1203568,0,22.2,0,8850,0,33306,1398864,16946.5,14819.1,4.91,12002,2811,10283.84531,8992.928888
75650,1B15887191204170421,191204_170421,1,0,5887,17.5,234,20.4,14.6,57.1,0.514,41537,15021,2159,63392,39490,0,3572143,3216614,0,32.4,0,10978,0,31046,2669984,20535.8,14821.7,6.96,39490,5561,12461.98275,8994.506691
75651,1B15888191204170421,191204_170421,1,0,5888,10.7,73.3,15.3,6.1,36.1,0.161,28490,13247,1947,63371,25767,0,769224,1721278,0,23.7,0,11953,0,13434,362720,9356.2,14821.5,6.8,25767,4889,5677.733664,8994.385321
75652,1B15889191204170421,191204_170421,1,0,5889,18.8,266,22.4,15.1,62.7,0.456,37379,6995,2900,63191,15724,8256,3663124,3262241,90832,35.8,7,8865,6488,21759,2132416,19891.6,14822.6,2.41,15724,8256,12071.05523,8995.052853
75653,1B15890191204170421,191204_170421,1,0,5890,12.3,117,14,10.6,40.2,0.58,33268,7516,1508,63038,15101,0,1430538,2253966,0,29.1,0,9431,0,26046,1119984,19557.1,14825.3,4.98,15101,3938,11868.06663,8996.69134
75654,1B15891191204170421,191204_170421,1,0,5891,24.6,424,32.7,16.5,87.5,0.256,42625,12215,2448,62538,25048,7799,6649535,4855084,63894,39.1,6.1,11085,6389,29527,4606256,2472.3,14836.2,4.99,25048,7799,1500.295092,9003.305974
75655,1B15892191204170421,191204_170421,1,0,5892,15.5,174,19.7,11.2,53.4,0.325,12853,1928,354,16650,0,0,822611,0,0,0,0,0,0,45996,2943760,8337.6,14839.1,5.45,3119,858,5059.604561,9005.065831
75656,1B15893191204170421,191204_170421,1,0,5893,16,201,17.2,14.9,55.1,0.75,40033,14020,3664,63472,26951,7627,2962429,4287869,216804,35.8,10.8,11652,6570,34656,2564528,3459.6,14839.4,3.83,26951,7627,2099.430045,9005.247885
75657,1B15894191204170421,191204_170421,1,0,5894,24.3,445,29.3,19.3,80.9,0.435,45811,10872,3220,63658,21092,15060,7512932,4048170,294304,38.1,10.9,9802,8656,32052,5256464,6082,14841.9,3.38,21092,15060,3690.812097,9006.765003
75658,1B15895191204170421,191204_170421,1,0,5895,11.3,100,12.1,10.6,35.1,0.765,38637,8586,2453,63549,17343,0,1429566,1693135,0,24.2,0,10853,0,25966,960736,6397.8,14840.5,3.5,17343,6088,3882.452752,9005.915417
75659,1B15896191204170421,191204_170421,1,0,5896,14.9,168,17.7,12.1,47.7,0.465,38517,10402,3748,63462,16073,10096,2388025,3079985,130944,34.4,7.8,9086,7703,28725,1780960,15612.2,14843.2,2.78,16073,10096,9474.136242,9007.553905
75660,1B15897191204170421,191204_170421,1,0,5897,15.6,182,19.2,12.1,50.1,0.394,39693,11008,1854,63581,15511,0,2659438,3660216,0,35.5,0,10253,0,30401,2036848,7069.5,14846.5,5.94,14994,5768,4290.068418,9009.5565
75661,1B15898191204170421,191204_170421,1,0,5898,14.1,141,18.4,9.7,53.4,0.279,20811,4761,10019,42683,10650,17209,1082155,203912,2844072,10.1,31,7283,11514,40735,2118224,9122.3,14846,0.475,10650,15378,5535.793356,9009.253077
75662,1B15899191204170421,191204_170421,1,0,5899,9.8,76,9.9,9.7,29.9,0.964,37138,6749,1560,63293,13531,0,1039872,1672047,0,25.8,0,8990,0,28742,804784,15282,14843.1,4.33,11036,3230,9273.757065,9007.49322
75663,1B15900191204170421,191204_170421,1,0,5900,21.2,310,28.6,13.8,69.8,0.232,36153,10493,8435,63481,17559,19851,4121404,3816657,864617,35.6,18.1,10428,10293,12437,1417840,12990.5,14846.4,1.24,17559,19851,7883.178979,9009.495816
75664,1B15901191204170421,191204_170421,1,0,5901,10.8,92.3,11.2,10.5,35.5,0.871,36709,8209,484,63618,14558,0,1248119,2127948,0,28.2,0,9500,0,32328,1099136,7726.5,14848.1,17,12810,1203,4688.76351,9010.527456
75665,1B15902191204170421,191204_170421,1,0,5902,10.2,81.5,10.4,10,31.8,0.917,36846,8639,3396,62915,20660,5901,1105392,952716,11291,21.6,2.3,8006,5646,32570,977104,8057,14845.9,2.54,20660,6461,4889.32474,9009.192392
75666,1B15903191204170421,191204_170421,1,0,5903,15.7,163,22,9.4,53,0.184,24261,2785,421,47941,7176,0,1455684,15545,0,2.9,0,5182,0,22869,1372112,20595.6,14852.6,6.61,8048,1366,12498.27189,9013.258268
75667,1B15904191204170421,191204_170421,1,0,5904,8,48.9,8.9,7,25.2,0.606,16320,7049,3299,23155,11509,0,293752,1383061,0,24.8,0,8282,0,13401,241216,20210.4,14857.9,2.14,8853,4463,12264.51641,9016.474558
75668,1B15905191204170421,191204_170421,1,0,5905,12.9,128,14.6,11.1,40.2,0.58,33901,7519,1874,63147,13759,0,1593355,2066286,0,28.6,0,9183,0,28052,1318448,18567.4,14864.1,4.01,12175,4472,11267.47526,9020.237011
75669,1B15906191204170421,191204_170421,1,0,5906,14.7,168,15.9,13.5,80,0.724,11779,10901,2143,14519,16872,0,730324,3094773,0,32.8,0,10081,0,15578,965808,2151.5,14866.8,5.09,16872,3730,1305.620228,9021.875498
75670,1B15907191204170421,191204_170421,1,0,5907,17.2,228,19.3,15,56.1,0.606,40632,13521,3646,63339,32641,10577,3413101,3394011,150179,34.4,8.5,10041,7151,33857,2843984,14951.9,14876,3.71,32641,10577,9073.438572,9027.458492
75671,1B15908191204170421,191204_170421,1,0,5908,9.6,67.9,12,7.2,33.2,0.355,16089,9381,771,32748,23279,0,402236,1046337,0,22,0,7808,0,24488,612192,12013.6,14873.1,12.2,23279,1991,7290.355181,9025.698635
75672,1B15909191204170421,191204_170421,1,0,5909,13,133,13.4,12.7,40.2,0.897,37312,10336,1572,63298,14418,0,1828302,2270611,0,29,0,9787,0,32070,1571408,15281.3,14876.5,6.57,14418,3621,9273.332276,9027.761915
75673,1B15910191204170421,191204_170421,1,0,5910,20.5,312,25.4,15.7,68.7,0.38,43700,10498,1939,63394,17640,0,5025479,3743928,0,37.2,0,9454,0,35930,4131984,8383.1,14881.6,5.42,17640,4987,5087.215865,9030.856836
75674,1B15911191204170421,191204_170421,1,0,5911,23.1,413,26.1,20.2,76.3,0.597,44456,12198,3341,63247,27531,14325,6757263,5182974,292245,41.7,12.1,10471,7306,33215,5048672,9702.3,14884.4,3.65,27531,14325,5887.761626,9032.556008
75675,1B15912191204170421,191204_170421,1,0,5912,21.2,350,22.9,19.5,68.7,0.725,43311,11067,2220,63354,24572,6432,5587125,4566779,29470,39.3,4.6,10426,5894,39762,5129344,11013.1,14882.1,4.98,24572,6432,6683.209916,9031.16026
75676,1B15913191204170421,191204_170421,1,0,5913,10,78.7,10.4,9.6,30.9,0.859,36644,13700,2809,63553,22914,0,1062665,2236164,0,28.2,0,9765,0,32143,932144,7398,14882.3,4.88,22914,4629,4489.415964,9031.281629
75677,1B15914191204170421,191204_170421,1,0,5914,8,32.6,12.7,3.3,31.3,0.0654,12672,7436,542,19146,10748,0,152066,519107,0,16.5,0,7111,0,30537,366448,8833.3,14885.5,13.7,10748,1101,5360.416063,9033.22354
75678,1B15915191204170421,191204_170421,1,0,5915,12.7,122,15.2,10.2,41.7,0.456,27773,919,2756,57525,0,12111,1249776,0,586905,0,15.7,0,8266,29674,1335344,9082.6,14889,0.333,3141,8131,5511.701735,9035.347505
75679,1B15916191204170421,191204_170421,1,0,5916,14.5,166,15.2,13.9,46.4,0.837,21313,681,6934,38692,0,17995,1300094,0,1920943,0,26,0,10555,34567,2108560,9095.2,14889.2,0.0983,2072,11467,5519.347942,9035.468874
75680,1B15917191204170421,191204_170421,1,0,5917,12,111,13.2,10.7,37.9,0.653,33291,7920,1178,63222,13848,0,1364921,2352180,0,30.1,0,9117,0,38185,1565600,12002,14888.7,6.72,12118,3030,7283.315816,9035.165451
75681,1B15918191204170421,191204_170421,1,0,5918,22,318,31,13.1,77.2,0.178,38218,44688,2273,63489,57076,6581,4471520,7060236,22833,35.8,3.8,20950,5708,17416,2037664,8736.3,14901.5,19.7,57076,6581,5301.552405,9042.933095
75682,1B15919191204170421,191204_170421,1,0,5919,20,263,28.2,11.9,71.2,0.178,22187,7263,1537,46411,16903,0,2152176,3374362,0,34.4,0,9925,0,32314,3134480,3141.1,14900.8,4.73,13130,3060,1906.150917,9042.508302
75683,1B15920191204170421,191204_170421,1,0,5920,28.8,616,35.6,22.1,97,0.385,48062,12297,3939,62684,38068,19024,10909983,5767813,572290,41.8,17.1,11559,7948,32426,7360671,16607.7,14906.8,3.12,38068,19024,10078.2473,9046.149385
75684,1B15921191204170421,191204_170421,1,0,5921,14.1,149,17,11.2,45.8,0.43,16065,10328,435,25776,16358,0,883595,2891560,0,33,0,9268,0,44868,2467744,2141.9,14903.8,23.7,13019,871,1299.794546,9044.328843
75685,1B15922191204170421,191204_170421,1,0,5922,30,646,38.7,21.3,102.1,0.302,35346,9284,2054,63016,16087,16047,8412290,5045749,44509,41.6,4.3,10361,8902,39030,9289088,3471.4,14908.7,4.52,14612,16047,2106.590778,9047.302394
75686,1B15923191204170421,191204_170421,1,0,5923,13.8,144,16.5,11.1,44.4,0.45,33870,11859,4603,63859,20940,10443,1795088,2750842,163995,32.2,8.8,9486,7809,21921,1161792,6086,14906.7,2.58,20940,10443,3693.239465,9046.0887
75687,1B15924191204170421,191204_170421,1,0,5924,12.5,122,13.2,11.8,39.2,0.804,38595,11611,1951,63589,16893,0,1736765,2822454,0,31.7,0,9699,0,29828,1342256,7403.6,14907.9,5.95,16893,5618,4492.814279,9046.816917
75688,1B15925191204170421,191204_170421,1,0,5925,21.9,358,26.7,17.1,72,0.41,43690,10376,2501,63446,18065,12257,5767143,4520735,100970,38.6,6.7,10612,7767,35828,4729296,13320.7,14910.5,4.15,18065,12257,8083.558156,9048.394719
75689,1B15926191204170421,191204_170421,1,0,5926,11,92.3,13.2,8.9,35.1,0.459,29027,17960,2502,57941,51835,0,986928,4429709,0,30.5,0,16716,0,26726,908675,15615.3,14907,7.18,45611,3713,9476.017452,9046.270754
75690,1B15927191204170421,191204_170421,1,0,5927,12.5,122,13.8,11.3,39.8,0.664,33635,7718,2159,62491,57150,0,1513583,2924457,0,32.1,0,9847,0,24439,1099760,12986.8,14909.9,3.57,12544,5762,7880.933664,9048.030611
75691,1B15928191204170421,191204_170421,1,0,5928,14.6,163,17,12.2,47.2,0.511,24211,7745,838,37584,15423,0,1452682,2677696,0,31.5,0,9495,0,38011,2280672,14957.3,14911.3,9.24,13665,2087,9076.715518,9048.880197
75692,1B15929191204170421,191204_170421,1,0,5929,15.8,182,19.8,11.7,53.4,0.347,25462,11510,4354,48372,24941,11384,1705985,882994,697689,16.8,18.1,11618,7502,19492,1305984,17298.7,14910.7,2.64,22493,8326,10497.57501,9048.516089
75693,1B15930191204170421,191204_170421,1,0,5930,12.6,125,12.9,12.3,39.8,0.906,38483,7573,2080,63545,16133,0,1770208,1671005,0,23.6,0,10993,0,30993,1425696,22503.2,14923.1,3.64,15926,5646,13655.88339,9056.040994
75694,1B15931191204170421,191204_170421,1,0,5931,10.8,92.3,11.2,10.5,34.2,0.893,34926,3727,1039,63628,13896,0,1187493,1207674,0,21.5,0,10149,0,36664,1246592,11987.1,14925.2,3.59,12152,2216,7274.273872,9057.315373
75695,1B15932191204170421,191204_170421,1,0,5932,26.4,472,36.1,16.7,97.4,0.213,31060,16140,5903,62586,41023,15936,5404358,2836860,758100,27.1,18.9,15418,8919,16699,2905632,17299.6,14936.2,2.73,41023,15936,10498.12117,9063.990691
75696,1B15933191204170421,191204_170421,1,0,5933,20.5,293,27.2,13.7,73.9,0.253,32387,9157,36448,63469,12777,63107,3497831,3172429,4379231,35.3,23.6,8886,29791,17991,1943056,20216.9,14927,0.251,12123,63107,12268.46088,9058.407697
75697,1B15934191204170421,191204_170421,1,0,5934,10.5,86.9,10.9,10.2,33.2,0.874,34438,9526,3291,63414,20347,0,1102023,1503492,0,22.2,0,11220,0,30880,988144,21187.9,14932.6,2.89,20347,5277,12857.70431,9061.806042
75698,1B15935191204170421,191204_170421,1,0,5935,21.3,299,29.9,12.7,71.6,0.181,16236,7326,552,24662,10648,0,1785911,827478,0,21.5,0,7323,0,31958,3515424,10431,14941.8,13.3,10648,1082,6329.967278,9067.389036
75699,1B15936191204170421,191204_170421,1,0,5936,16.1,198,18.8,13.4,51,0.511,23960,9422,1394,59417,14879,0,1749069,3338026,0,34.8,0,9620,0,33568,2450496,3461.5,14942.9,6.76,13645,2624,2100.583044,9068.056567
75700,1B15937191204170421,191204_170421,1,0,5937,12.2,114,13.9,10.4,37.5,0.562,39451,12645,2020,63276,23456,0,1656955,1857748,0,24.3,0,11397,0,34430,1446080,19546.1,14940.1,6.26,23456,4559,11861.39137,9066.357395
75701,1B15938191204170421,191204_170421,1,0,5938,14.2,149,17.7,10.8,46.4,0.371,38665,10047,2583,63547,16294,0,2126565,2850226,0,32.6,0,9501,0,33556,1845568,15946.4,14943.8,3.89,16294,6051,9676.942786,9068.60273
75702,1B15939191204170421,191204_170421,1,0,5939,24.9,453,31.3,18.4,93.1,0.347,42384,9996,1865,63480,24533,0,7078096,4791217,0,39.6,0,10671,0,33966,5672240,11339.1,14949.7,5.36,24533,4630,6881.040357,9072.183128
75703,1B15940191204170421,191204_170421,1,0,5940,11.9,106,14.7,9.2,41.1,0.389,11573,1530,364,13582,0,0,451352,0,0,0,0,0,0,24515,956080,5842.2,14945.1,4.21,2175,722,3545.291423,9069.391631
75704,1B15941191204170421,191204_170421,1,0,5941,12,111,13,10.9,36.5,0.696,36755,9921,11086,63683,16717,26080,1506965,2777714,652195,31.5,13.4,9712,12788,21698,889600,7072.7,14944.5,0.895,15467,26080,4292.010312,9069.027523
75705,1B15942191204170421,191204_170421,1,0,5942,9.8,76,9.9,9.7,29.9,0.964,37608,14912,4465,63681,31338,8143,1053030,2584212,84759,30,6.4,9939,7063,29402,823248,7403.6,14945.3,3.34,31338,8143,4492.814279,9069.513001
75706,1B15943191204170421,191204_170421,1,0,5943,16.7,201,21.5,11.9,52.8,0.307,39601,12175,2466,63614,17311,0,2930443,3154370,0,33,0,10275,0,35059,2594384,8382.8,14948.6,4.94,17311,4934,5087.033813,9071.515596
75707,1B15944191204170421,191204_170421,1,0,5944,11.7,103,14.2,9.3,40.2,0.428,16977,6064,904,26913,10392,0,645133,1187691,0,24.3,0,7763,0,14651,556720,8502.1,14948.1,6.71,10298,1777,5159.430045,9071.212173
75708,1B15945191204170421,191204_170421,1,0,5945,10.7,89.6,11.6,9.9,32.2,0.728,35903,16426,2377,63564,31663,0,1184815,2425468,0,27.7,0,11177,0,30961,1021712,13312.8,14947.1,6.91,31663,4471,8078.764105,9070.605326
75709,1B15946191204170421,191204_170421,1,0,5946,23.5,149,42.5,4.5,85.9,0.0111,15568,8239,1044,26038,16385,0,856260,3236265,0,38.8,0,11600,0,20253,1113888,8701.3,14970.3,7.89,14466,3057,5280.31294,9084.68418
75710,1B15947191204170421,191204_170421,1,0,5947,17.8,247,19,16.6,58.4,0.762,17963,12061,853,27392,20120,0,1634616,2342031,0,28.4,0,10052,0,32900,2993856,4469,14965.3,14.1,20120,1668,2711.976202,9081.649944
75711,1B15948191204170421,191204_170421,1,0,5948,25.8,519,28.4,23.3,84.8,0.671,45775,11146,3932,63054,23557,12725,8743094,5499590,495842,41,15.8,11530,7748,34184,6529168,17265.7,14973.7,2.83,23557,12725,10477.54923,9086.74746
75712,1B15949191204170421,191204_170421,1,0,5949,14.6,160,17.6,11.6,47.2,0.435,36880,15512,4080,63332,25319,6971,2175928,3443585,124151,32.2,8.7,11634,6208,45967,2712048,17926.2,14975.7,3.8,25319,6971,10878.36827,9087.961155
75713,1B15950191204170421,191204_170421,1,0,5950,10.7,89.6,11.4,10,33.2,0.782,34676,8875,822,63444,15212,0,1144301,1942502,0,26.2,0,10224,0,31299,1032880,15615.1,14977.9,10.8,14060,1840,9475.896083,9089.296218
75714,1B15951191204170421,191204_170421,1,0,5951,14.1,155,15.9,12.4,45.4,0.607,39935,13129,2245,63610,20675,0,2276274,2270664,0,27.3,0,11023,0,28632,1632048,8376.1,14981.8,5.85,20675,5398,5082.967972,9091.662922
75715,1B15952191204170421,191204_170421,1,0,5952,23.1,356,32.1,14.1,85.2,0.193,22580,8385,12006,45897,16631,23182,2958030,3478213,3681108,35.3,32.2,9798,12826,10884,1425825,6761.6,14985.4,0.698,14200,22718,4103.221815,9093.847572
75716,1B15953191204170421,191204_170421,1,0,5953,14.9,171,17,12.8,49.1,0.563,28013,9370,3826,63623,16191,9085,1764817,3619624,59171,35.3,5.7,10111,6575,20898,1316592,12988.3,14985,2.45,14510,9085,7881.843927,9093.604833
75717,1B15954191204170421,191204_170421,1,0,5954,12.8,128,14,11.6,42.1,0.683,37667,10361,2882,63477,24301,7081,1770333,2904881,39105,33.1,4.7,9193,6518,32516,1528272,21865.8,14984.6,3.6,24301,7081,13269.0824,9093.362094
75718,1B15955191204170421,191204_170421,1,0,5955,9.3,67.9,10.1,8.5,28.9,0.706,34347,8148,1519,62889,15092,0,858687,2211053,0,28.3,0,9613,0,36253,906320,20874,14986.7,5.36,13726,3484,12667.21666,9094.636473
75719,1B15956191204170421,191204_170421,1,0,5956,11.1,95,12.9,9.4,34.6,0.525,35976,2333,3983,63187,13946,9723,1259161,970249,446313,20.5,15.5,9329,6661,32437,1135280,17609.6,14989.8,0.586,8123,6027,10686.24214,9096.5177
75720,1B15957191204170421,191204_170421,1,0,5957,9.7,70.6,11.8,7.6,34.6,0.422,15939,7482,4077,23391,14358,6983,414424,2121757,18096,28.7,3.3,9067,6032,13476,350368,19891.8,14998.1,1.84,9959,6983,12071.1766,9101.554531
75721,1B15958191204170421,191204_170421,1,0,5958,18.3,258,21.2,15.5,59.4,0.533,20203,11597,2561,48669,15379,0,1919261,4587666,0,38.1,0,11081,0,22546,2141888,2806.6,15003.3,4.53,14290,4785,1703.16232,9104.710136
75722,1B15959191204170421,191204_170421,1,0,5959,39.8,483,71,8.7,143.7,0.0149,16258,4507,5384,24409,6963,7826,2893889,396879,558494,30.4,33,5222,6205,13215,2352240,16325.1,15002.5,0.837,6963,7826,9906.753793,9104.224659
75723,1B15960191204170421,191204_170421,1,0,5960,16.9,193,23.1,10.6,62.3,0.212,29434,15531,3598,60672,28847,8677,2089800,2681666,106714,31.5,7.9,10857,6670,16168,1147904,16947.4,15007.7,4.32,28847,8677,10284.39147,9107.380264
75724,1B15961191204170421,191204_170421,1,0,5961,25.7,516,27.4,24,85,0.769,45590,12406,4060,63598,29051,16701,8662142,5609171,540803,42,14.8,11263,8584,38003,7220544,14304.7,15014,3.06,29051,16701,8680.69053,9111.203401
75725,1B15962191204170421,191204_170421,1,0,5962,16.6,215,18.6,14.7,55.1,0.627,41840,10758,3261,63424,19165,7520,3305345,3651039,52592,35.7,5.7,10003,5844,33851,2674256,15619.2,15011.1,3.3,19165,7520,9478.384135,9109.443544
75726,1B15963191204170421,191204_170421,1,0,5963,5.7,24.4,6.6,4.7,16.3,0.518,11449,2924,3782,12509,0,0,103037,0,0,0,0,0,0,20430,183872,16364,15003.6,0.773,3513,4358,9930.359941,9104.892191
75727,1B15964191204170421,191204_170421,1,0,5964,21.9,225,35.7,8,79.7,0.0507,14307,9322,7783,19296,14229,13009,1187446,2982278,748949,34.4,25.3,8876,7721,11725,973184,16276.3,15008.5,1.2,14229,13009,9877.139911,9107.865742
75728,1B15965191204170421,191204_170421,1,0,5965,17.9,244,21,14.8,58.4,0.498,40826,10840,2531,63325,20491,8694,3674367,4081896,66140,37.2,5.7,10360,7349,35026,3152384,15289.7,15013.6,4.28,20491,8694,9278.429747,9110.960662
75729,1B15966191204170421,191204_170421,1,0,5966,18.3,236,24,12.5,62.7,0.274,38940,10672,1444,63885,16605,0,3387762,2553468,0,30.1,0,10053,0,27704,2410256,6078.1,15014.2,7.39,16605,3807,3688.445414,9111.324771
75730,1B15967191204170421,191204_170421,1,0,5967,12,84.2,18.1,5.9,42.1,0.107,15314,8321,2674,25556,15140,0,474722,2314740,0,30.1,0,8903,0,11579,358960,8392.6,15014.7,3.11,9992,4669,5092.980863,9111.628194
75731,1B15968191204170421,191204_170421,1,0,5968,12.4,119,14.1,10.8,40.2,0.584,34244,10208,1843,63609,16517,0,1506739,2347519,0,29.8,0,9466,0,23997,1055888,11011.6,15020.5,5.54,15556,7235,6682.299653,9115.147908
75732,1B15969191204170421,191204_170421,1,0,5969,11,95,12,10.1,34.2,0.709,28700,5587,698,62332,9481,0,1004489,809935,0,22.4,0,7105,0,29002,1015072,8053,15018.9,8.01,8169,1358,4886.897372,9114.176952
75733,1B15970191204170421,191204_170421,1,0,5970,13.3,138,14.1,12.5,41.5,0.785,39360,10118,1938,63688,18917,0,2007385,1807056,0,23.8,0,11224,0,30903,1576048,10669.6,15021.4,5.22,18917,5596,6474.759742,9115.69407
75734,1B15971191204170421,191204_170421,1,0,5971,10,76,11.7,8.3,30.9,0.504,33869,13380,2633,63680,23194,0,948335,2666040,0,30,0,10294,0,32260,903280,12656,15020.1,5.08,23194,5139,7680.190382,9114.905169
75735,1B15972191204170421,191204_170421,1,0,5972,11.3,100,11.8,10.8,34.6,0.846,34197,11687,3427,63297,20477,6497,1265291,1630535,24358,23.8,3.7,10657,6090,26132,966896,21519.7,15025.2,3.41,20477,6497,13059.05444,9118.00009
75736,1B15973191204170421,191204_170421,1,0,5973,12.1,114,12.9,11.3,37.9,0.765,39685,19361,6745,63443,27556,14702,1666785,3622141,280252,32.4,11.3,11915,8007,35107,1474496,21206.8,15028.9,2.87,27556,14702,12869.17362,9120.245424
